"observation_number","dist_cod","county","district","gr_span","enrl_tot","teachers","calw_pct","meal_pct","computer","testscr","comp_stu","expn_stu","str","avginc","el_pct","read_scr","math_scr"
139.000000,62513.000000,"Fresno","Washington Colony Elementary","KK-08",443.000000,24.000000,14.221200,69.977402,52.000000,644.500000,0.117381,5085.406250,18.458334,7.385000,21.444695,644.299988,644.700012
140.000000,67405.000000,"Sacramento","Rio Linda Union Elementary","KK-06",10337.000000,540.049988,37.226898,58.545399,1268.000000,644.549988,0.122666,5456.197266,19.140821,12.343000,12.353681,646.000000,643.099976
141.000000,71050.000000,"Stanislaus","Chatom Union Elementary","KK-08",806.000000,41.529999,7.178800,56.675098,36.000000,644.699951,0.044665,5105.179688,19.407658,12.431333,30.148884,645.299988,644.099976
142.000000,73726.000000,"Merced","Merced River Union Elementary","KK-08",227.000000,11.600000,18.061701,59.030800,25.000000,644.950012,0.110132,5519.677246,19.568964,14.906000,15.859030,649.700012,640.200012
143.000000,72462.000000,"Ventura","Hueneme Elementary","KK-08",8416.000000,391.420013,12.399000,71.912102,1333.000000,645.099976,0.158389,5065.911133,21.501200,12.669900,43.750000,642.900024,647.299988
144.000000,62737.000000,"Humboldt","Cuddeback Union Elementary","KK-08",149.000000,8.500000,19.463100,59.060398,30.000000,645.250000,0.201342,5182.428223,17.529411,10.333000,0.000000,656.799988,633.700012
145.000000,62703.000000,"Humboldt","Blue Lake Union Elementary","KK-08",220.000000,13.390000,19.130400,52.173901,48.000000,645.549988,0.218182,5960.464355,16.430172,11.972000,0.000000,658.000000,633.099976
146.000000,68205.000000,"San Diego","Lemon Grove Elementary","KK-08",4612.000000,232.970001,17.476101,65.915001,601.000000,645.550049,0.130312,5124.836426,19.796539,12.827000,16.652212,647.700012,643.400024
147.000000,64063.000000,"Lake","Upper Lake Union Elementary","KK-08",590.000000,34.330002,37.436798,70.657700,71.000000,645.599976,0.120339,5655.133301,17.186134,10.040000,3.220339,644.799988,646.400024
148.000000,62984.000000,"Humboldt","Peninsula Union Elementary","KK-08",133.000000,7.550000,25.000000,72.142899,25.000000,645.750000,0.187970,5811.689941,17.615894,13.335000,0.000000,644.299988,647.200012
149.000000,72512.000000,"Ventura","Ocean View Elementary","KK-08",2440.000000,121.239998,7.275900,47.029900,116.000000,645.750000,0.047541,5467.673828,20.125372,9.854000,48.524590,645.500000,646.000000
150.000000,71647.000000,"Tehama","Reeds Creek Elementary","KK-08",133.000000,6.000000,11.194000,35.820900,0.000000,646.000000,0.000000,5213.089355,22.166666,11.426000,0.751880,652.500000,639.500000
151.000000,67280.000000,"Sacramento","Arcohe Union Elementary","KK-08",519.000000,26.000000,16.763000,37.957600,65.000000,646.200012,0.125241,4613.187500,19.961538,15.131000,1.926782,650.900024,641.500000
152.000000,68627.000000,"San Joaquin","New Jerusalem Elementary","KK-08",222.000000,11.660000,7.589300,40.625000,30.000000,646.349976,0.135135,4886.983887,19.039452,14.578000,13.513513,643.000000,649.700012
153.000000,70243.000000,"Siskiyou","Dunsmuir Elementary","KK-08",285.000000,18.719999,26.642300,76.277397,36.000000,646.400024,0.126316,6455.136719,15.224360,10.268000,0.000000,641.599976,651.200012
154.000000,71282.000000,"Stanislaus","Stanislaus Union Elementary","KK-08",3129.000000,147.979996,26.167601,55.790100,471.000000,646.500000,0.150527,5125.433105,21.144751,15.592857,16.714605,647.799988,645.200012
155.000000,62240.000000,"Fresno","Kingsburg Joint Union Elementary","KK-08",2019.000000,102.779999,10.252600,40.564602,167.000000,646.549988,0.082714,5193.692383,19.643900,11.238000,5.943536,649.099976,644.000000
156.000000,66456.000000,"Orange","Buena Park Elementary","KK-08",5620.000000,267.000000,10.309500,55.093899,316.000000,646.700012,0.056228,5002.838867,21.048689,15.051375,36.174377,644.000000,649.400024
157.000000,66746.000000,"Orange","Westminster Elementary","KK-08",9775.000000,484.500000,13.043000,62.503899,1218.000000,646.900024,0.124604,5337.625488,20.175438,15.413177,44.971867,645.599976,648.200012
158.000000,63933.000000,"Kings","Island Union Elementary","KK-08",246.000000,11.500000,9.756100,43.902401,38.000000,646.949951,0.154472,5161.202148,21.391304,11.081000,16.666668,647.799988,646.099976
159.000000,72231.000000,"Tulare","Tulare City Elementary","KK-08",7210.000000,360.350006,26.626801,68.857903,800.000000,647.049988,0.110957,5158.791992,20.008326,10.098000,15.187240,642.500000,651.599976
160.000000,68023.000000,"San Diego","Chula Vista Elementary","KK-06",21338.000000,1051.579956,13.227200,45.994999,2889.000000,647.250000,0.135392,5123.474121,20.291372,14.298300,34.337799,645.000000,649.500000
161.000000,69880.000000,"Shasta","Black Butte Union Elementary","KK-08",477.000000,27.000000,25.366899,59.538799,27.000000,647.299988,0.056604,5782.543945,17.666666,11.803000,0.000000,650.799988,643.799988
162.000000,65763.000000,"Merced","McSwain Union Elementary","KK-08",727.000000,39.900002,10.178800,32.187099,50.000000,647.599976,0.068776,4842.607910,18.220551,9.972000,13.067400,649.400024,645.799988
163.000000,71381.000000,"Sutter","Franklin Elementary","KK-08",374.000000,18.450001,6.684500,7.486600,46.000000,647.599976,0.122995,4219.406250,20.271002,15.409000,4.278075,651.599976,643.599976
164.000000,68098.000000,"San Diego","Escondido Union Elementary","KK-08",18255.000000,903.760010,11.221700,58.533100,2001.000000,648.000000,0.109614,5081.169922,20.198946,15.293799,39.594631,645.000000,651.000000
165.000000,64485.000000,"Los Angeles","East Whittier City Elementary","KK-08",8787.000000,410.910004,10.022700,32.483002,1058.000000,648.200012,0.120405,5144.993652,21.384245,15.532928,21.668373,648.000000,648.400024
166.000000,73544.000000,"Kern","Rio Bravo-Greeley Union Elementary","KK-08",797.000000,38.000000,7.026300,35.759102,60.000000,648.250000,0.075282,4674.298828,20.973684,16.292999,3.262233,648.799988,647.700012
167.000000,71407.000000,"Sutter","Marcum-Illinois Union Elementary","KK-08",140.000000,7.000000,3.571400,39.285702,40.000000,648.349976,0.285714,4830.326172,20.000000,12.875000,7.857143,651.599976,645.099976
168.000000,68437.000000,"San Diego","Vallecitos Elementary","KK-08",235.000000,13.700000,6.808500,67.234001,51.000000,648.700012,0.217021,5621.687988,17.153284,16.622999,39.574467,643.400024,654.000000
169.000000,67918.000000,"San Bernardino","Victor Elementary","KK-06",8294.000000,371.100006,23.197500,51.567402,1295.000000,648.949951,0.156137,4948.868164,22.349771,12.549883,10.127803,645.099976,652.799988
170.000000,66696.000000,"Orange","Savanna Elementary","KK-06",2409.000000,108.660004,8.151500,52.120201,354.000000,649.150024,0.146949,5100.975586,22.170071,14.258572,27.521791,646.000000,652.299988
171.000000,71001.000000,"Sonoma","West Side Union Elementary","KK-06",150.000000,8.250000,3.225800,23.225800,16.000000,649.300049,0.106667,5132.788574,18.181818,18.326000,14.000000,655.200012,643.400024
172.000000,69971.000000,"Shasta","Enterprise Elementary","KK-08",3981.000000,210.000000,41.773399,51.770901,606.000000,649.500000,0.152223,5358.517090,18.957144,12.749143,8.842000,649.799988,649.200012
173.000000,71621.000000,"Tehama","Red Bluff Union Elementary","KK-08",2326.000000,117.800003,17.975100,52.252300,345.000000,649.699951,0.148323,5149.186523,19.745331,11.426000,6.405847,651.299988,648.099976
174.000000,72363.000000,"Tuolumne","Jamestown Elementary","KK-08",501.000000,30.500000,20.634899,54.761902,163.000000,649.849976,0.325349,5373.206543,16.426229,8.830000,2.395210,652.599976,647.099976
175.000000,70482.000000,"Siskiyou","Weed Union Elementary","KK-08",470.000000,28.270000,31.330500,89.699600,48.000000,650.449951,0.102128,6485.166016,16.625397,11.176000,5.957447,655.099976,645.799988
176.000000,63032.000000,"Humboldt","South Bay Union Elementary","KK-06",575.000000,35.099998,26.434799,59.130402,59.000000,650.549988,0.102609,5504.025391,16.381767,14.228000,8.173913,654.599976,646.500000
177.000000,61655.000000,"Contra Costa","Brentwood Union Elementary","KK-08",3519.000000,175.300003,5.541300,29.781200,789.000000,650.599976,0.224211,5105.734375,20.074158,15.027000,15.458937,655.400024,645.799988
178.000000,72405.000000,"Tuolumne","Summerville Elementary","KK-08",474.000000,26.340000,21.995899,54.989799,61.000000,650.650024,0.128692,5634.730957,17.995443,10.521000,0.000000,653.599976,647.700012
179.000000,66860.000000,"Placer","Ophir Elementary","KK-08",223.000000,11.500000,1.754400,17.543900,60.000000,650.900024,0.269058,4980.294434,19.391304,18.625999,0.000000,651.799988,650.000000
180.000000,70821.000000,"Sonoma","Montgomery Elementary","KK-08",92.000000,5.600000,13.541700,0.000000,22.000000,650.900024,0.239130,6113.859863,16.428572,22.528999,0.000000,656.099976,645.700012
181.000000,70912.000000,"Sonoma","Santa Rosa Elementary","KK-06",4971.000000,297.140015,14.709400,55.100800,500.000000,651.150024,0.100583,5850.000000,16.729486,18.298389,31.824583,653.299988,649.000000
182.000000,71266.000000,"Stanislaus","Salida Union Elementary","KK-08",2617.000000,107.195000,8.368200,32.369701,226.000000,651.200012,0.086358,4547.944824,24.413452,11.885750,12.800917,651.700012,650.700012
183.000000,70128.000000,"Shasta","Shasta Union Elementary","KK-08",242.000000,13.250000,28.099199,51.652901,32.000000,651.349976,0.132231,5011.840332,18.264151,9.926000,0.000000,654.400024,648.299988
184.000000,62802.000000,"Humboldt","Fortuna Union Elementary","KK-08",780.000000,41.150002,16.539400,50.763401,75.000000,651.400024,0.096154,5261.370605,18.955042,14.197000,3.846154,662.000000,640.799988
185.000000,72090.000000,"Tulare","Rockford  Elementary","KK-08",324.000000,15.400000,13.003100,58.204300,50.000000,651.450012,0.154321,4276.115234,21.038961,9.630000,2.469136,647.000000,655.900024
186.000000,62638.000000,"Glenn","Plaza Elementary","KK-08",140.000000,6.750000,7.857100,45.714298,25.000000,651.800049,0.178571,4566.270020,20.740740,10.639000,10.714286,654.200012,649.400024
187.000000,70813.000000,"Sonoma","Monte Rio Union Elementary","KK-08",181.000000,10.000000,25.414400,66.850800,26.000000,651.849976,0.143646,6049.495117,18.100000,14.475000,0.000000,651.900024,651.799988
188.000000,64105.000000,"Lassen","Janesville Union Elementary","KK-08",516.000000,26.000000,9.259300,24.814800,65.000000,651.900024,0.125969,4974.281250,19.846153,13.467000,1.937984,656.299988,647.500000
189.000000,63172.000000,"Imperial","Magnolia Union Elementary","KK-08",108.000000,5.000000,3.669700,32.110100,25.000000,652.000000,0.231481,4432.478027,21.600000,9.665000,4.629630,648.200012,655.799988
190.000000,64188.000000,"Lassen","Shaffer Union Elementary","KK-08",419.000000,18.670000,13.953500,50.000000,58.000000,652.099976,0.138425,4924.619141,22.442421,12.708000,5.250597,656.400024,647.799988
191.000000,66506.000000,"Orange","Fullerton Elementary","KK-08",12567.000000,546.049988,7.623100,40.399502,1099.000000,652.099976,0.087451,4603.659668,23.014376,17.823000,27.540382,651.599976,652.599976
192.000000,70649.000000,"Sonoma","Cinnabar Elementary","KK-06",287.000000,16.170000,3.793100,31.034500,65.000000,652.299988,0.226481,5973.925293,17.748919,17.156000,14.982578,655.099976,649.500000
193.000000,69278.000000,"Santa Barbara","Santa Barbara Elementary","KK-08",6201.000000,339.100006,7.179600,47.702499,634.000000,652.300049,0.102242,5215.943848,18.286640,19.589636,47.879375,650.900024,653.700012
194.000000,63016.000000,"Humboldt","Rohnerville Elementary","KK-08",577.000000,29.950001,20.336100,46.050400,134.000000,652.349976,0.232236,4882.236816,19.265442,14.197000,0.000000,657.200012,647.500000
195.000000,71431.000000,"Sutter","Pleasant Grove Joint Union Elementary","KK-08",170.000000,7.500000,10.588200,32.352901,41.000000,652.400024,0.241176,4145.835938,22.666666,11.912000,1.764706,660.299988,644.500000
196.000000,73700.000000,"Shasta","Mountain Union Elementary","KK-08",164.000000,8.500000,33.536598,65.853699,36.000000,652.400024,0.219512,7542.038086,19.294117,13.386000,0.000000,655.200012,649.599976
197.000000,63784.000000,"Kern","South Fork Union Elementary","KK-08",382.000000,22.000000,29.238300,59.213799,75.000000,652.500000,0.196335,5247.018066,17.363636,11.554000,0.000000,653.099976,651.900024
198.000000,68155.000000,"San Diego","Jamul-Dulzura Union Elementary","KK-08",1221.000000,61.599998,4.340700,25.307100,250.000000,652.849976,0.204750,5169.814941,19.821428,19.025999,7.289107,656.799988,648.900024
199.000000,69765.000000,"Santa Cruz","Live Oak Elementary","KK-08",2214.000000,108.349998,12.872600,36.449902,213.000000,653.099976,0.096206,5951.005859,20.433779,16.407000,17.028004,656.099976,650.099976
200.000000,67116.000000,"Riverside","Menifee Union Elementary","KK-08",4523.000000,215.000000,5.751900,29.198700,409.000000,653.400024,0.090427,4746.572266,21.037209,14.058000,10.435552,653.700012,653.099976
201.000000,63552.000000,"Kern","Lakeside Union Elementary","KK-08",793.000000,39.799999,4.413600,30.769199,49.000000,653.500000,0.061791,4944.092285,19.924623,19.068001,2.269861,652.400024,654.599976
202.000000,69724.000000,"Santa Clara","Whisman Elementary","KK-08",1678.000000,88.269997,5.482700,38.200199,254.000000,653.549988,0.151371,6306.487305,19.009857,20.770000,28.247913,655.599976,651.500000
203.000000,63180.000000,"Imperial","McCabe Union Elementary","KK-08",536.000000,22.500000,5.597000,28.171600,35.000000,653.550049,0.065299,4260.306641,23.822222,10.264000,8.768657,653.400024,653.700012
204.000000,68551.000000,"San Joaquin","Lammersville Elementary","KK-08",307.000000,15.850000,5.537500,28.664499,36.000000,653.699951,0.117264,4718.163086,19.369085,14.578000,7.491857,654.099976,653.299988
205.000000,71563.000000,"Tehama","Lassen View Union Elementary","KK-08",347.000000,17.500000,18.443800,53.602299,56.000000,653.799988,0.161383,4751.299805,19.828571,10.202000,9.798271,655.500000,652.099976
206.000000,62927.000000,"Humboldt","Loleta Union Elementary","KK-08",168.000000,11.010000,29.166700,63.690498,30.000000,653.849976,0.178571,5653.453613,15.258855,12.502000,12.500000,655.900024,651.799988
207.000000,70045.000000,"Shasta","Junction Elementary","KK-08",532.000000,31.000000,10.506600,29.643499,81.000000,653.949951,0.152256,5920.253418,17.161291,13.906000,0.000000,656.599976,651.299988
208.000000,64931.000000,"Los Angeles","Rosemead Elementary","KK-08",3272.000000,150.000000,24.021999,76.772598,374.000000,654.099976,0.114303,4825.590820,21.813334,9.986000,31.204155,651.400024,656.799988
209.000000,66332.000000,"Nevada","Grass Valley Elementary","KK-08",2045.000000,107.209999,12.127100,40.929100,268.000000,654.199951,0.131051,5532.582031,19.074713,13.712000,1.369193,657.799988,650.599976
210.000000,71829.000000,"Tulare","Buena Vista Elementary","KK-08",156.000000,6.050000,10.429400,47.852798,7.000000,654.199951,0.044872,3926.069580,25.785124,10.098000,9.615385,659.799988,648.599976
211.000000,63545.000000,"Kern","Kernville Union Elementary","KK-08",1129.000000,61.990002,34.189499,62.267502,164.000000,654.299988,0.145261,5805.636719,18.212614,11.291000,0.000000,655.099976,653.500000
212.000000,67348.000000,"Sacramento","Galt Joint Union Elementary","KK-08",3669.000000,201.970001,11.358900,41.054600,500.000000,654.599976,0.136277,4899.239746,18.166063,13.225000,24.257290,652.700012,656.500000
213.000000,67553.000000,"San Benito","Southside Elementary","KK-08",157.000000,9.250000,1.898700,10.126600,19.000000,654.849976,0.121019,4884.862305,16.972973,13.630000,9.554140,654.200012,655.500000
214.000000,68189.000000,"San Diego","Lakeside Union Elementary","KK-08",4928.000000,229.199997,8.542000,25.888500,618.000000,654.849976,0.125406,5139.937500,21.500874,14.623000,5.925324,653.500000,656.200012
215.000000,71423.000000,"Sutter","Nuestro Elementary","KK-08",103.000000,5.000000,5.825200,23.301001,13.000000,654.900024,0.126214,5249.364746,20.600000,8.776000,0.970874,662.200012,647.599976
216.000000,61994.000000,"Fresno","Alvina Elementary","KK-08",175.000000,10.300000,14.857100,70.285698,17.000000,655.049988,0.097143,5399.070312,16.990292,10.338000,18.285713,650.000000,660.099976
217.000000,61762.000000,"Contra Costa","Oakley Union Elementary","KK-08",4153.000000,199.860001,7.526900,23.440901,241.000000,655.050049,0.058030,4965.290039,20.779545,16.323000,4.984349,657.400024,652.700012
218.000000,70268.000000,"Siskiyou","Etna Union Elementary","KK-06",280.000000,18.049999,8.695700,56.521702,67.000000,655.050049,0.239286,6210.323242,15.512466,10.656333,4.285715,660.400024,649.700012
219.000000,68544.000000,"San Joaquin","Jefferson Elementary","KK-08",865.000000,43.500000,3.084200,12.574100,96.000000,655.199951,0.110983,4797.503418,19.885057,14.578000,3.352601,660.799988,649.599976
220.000000,69377.000000,"Santa Clara","Berryessa Union Elementary","KK-08",8735.000000,408.200012,7.496600,21.343399,1120.000000,655.300049,0.128220,5397.161621,21.398823,18.630600,32.707497,655.400024,655.200012
221.000000,63958.000000,"Kings","Kit Carson Union Elementary","KK-08",412.000000,20.100000,8.737900,60.922298,72.000000,655.349976,0.174757,5078.500000,20.497513,11.116000,9.466020,653.000000,657.700012
222.000000,71290.000000,"Stanislaus","Sylvan Union Elementary","KK-08",6373.000000,329.119995,12.678500,36.889999,624.000000,655.349976,0.097913,4733.746582,19.363758,14.597667,6.260787,657.599976,653.099976
223.000000,68635.000000,"San Joaquin","Oak View Union Elementary","KK-08",332.000000,18.799999,9.036100,34.036098,73.000000,655.400024,0.219880,4963.060059,17.659575,15.493000,13.253013,653.200012,657.599976
224.000000,66787.000000,"Placer","Auburn Union Elementary","KK-08",2903.000000,138.119995,11.126400,34.447102,192.000000,655.549988,0.066138,5431.177246,21.017956,16.271999,3.169135,662.000000,649.099976
225.000000,67504.000000,"San Benito","North County Joint Union Elementary","KK-08",565.000000,29.650000,6.725700,36.637199,60.000000,655.699951,0.106195,5382.088867,19.055649,13.630000,16.991150,651.599976,659.799988
226.000000,61945.000000,"El Dorado","Pioneer Union Elementary","KK-08",586.000000,26.000000,7.508500,37.883999,78.000000,655.799988,0.133106,5724.441895,22.538462,12.394000,0.853242,662.000000,649.599976
227.000000,67645.000000,"San Bernardino","Central Elementary","KK-08",5068.000000,240.100006,7.063900,34.234402,626.000000,655.849976,0.123520,4843.427246,21.107872,15.331000,6.649566,655.900024,655.799988
228.000000,70094.000000,"Shasta","Pacheco Union Elementary","KK-08",859.000000,42.840000,16.414400,40.162998,118.000000,656.400024,0.137369,5730.349121,20.051353,12.666000,0.116414,654.099976,658.700012
229.000000,66316.000000,"Nevada","Chicago Park Elementary","KK-08",145.000000,10.210000,8.275900,20.000000,20.000000,656.500000,0.137931,5635.786133,14.201763,13.712000,0.000000,657.799988,655.200012
230.000000,68874.000000,"San Mateo","Brisbane Elementary","KK-08",649.000000,35.125000,3.852100,19.568600,155.000000,656.550049,0.238829,5671.657227,18.476868,17.780334,6.933744,658.700012,654.400024
231.000000,63883.000000,"Kings","Central Union Elementary","KK-08",1789.000000,96.000000,2.962500,56.008900,435.000000,656.650024,0.243153,7070.633301,18.635416,10.556667,9.558413,655.400024,657.900024
232.000000,70011.000000,"Shasta","Happy Valley Union Elementary","KK-08",775.000000,37.000000,24.903200,61.419399,50.000000,656.700012,0.064516,5097.343262,20.945946,10.523000,0.903226,661.500000,651.900024
233.000000,61572.000000,"Calaveras","Mark Twain Union Elementary","KK-08",777.000000,36.849998,12.988700,39.848701,148.000000,656.800049,0.190476,5482.677246,21.085482,13.243000,1.158301,663.400024,650.200012
234.000000,65458.000000,"Marin","San Rafael City Elementary","KK-08",3518.000000,188.199997,9.770800,49.426899,419.000000,656.800049,0.119102,5642.832031,18.692881,22.473000,40.108017,656.700012,656.900024
235.000000,67991.000000,"San Diego","Cajon Valley Union Elementary","KK-08",19294.000000,924.570007,18.931900,50.970798,2401.000000,657.000000,0.124443,5280.023438,20.868078,15.684654,16.663212,657.599976,656.400024
236.000000,69393.000000,"Santa Clara","Campbell Union Elementary","KK-08",7661.000000,386.420013,7.805800,32.136799,1158.000000,657.000000,0.151155,5433.339844,19.825577,23.483749,21.955359,657.299988,656.700012
237.000000,71365.000000,"Sutter","Browns Elementary","KK-08",158.000000,8.000000,6.329100,25.316500,34.000000,657.150024,0.215190,4529.283691,19.750000,11.649000,8.860760,661.000000,653.299988
238.000000,66324.000000,"Nevada","Clear Creek Elementary","KK-08",117.000000,6.000000,8.403400,36.134499,42.000000,657.400024,0.358974,6039.985840,19.500000,16.356001,0.854701,664.900024,649.900024
239.000000,63057.000000,"Humboldt","Trinidad Union Elementary","KK-08",160.000000,8.700000,16.091999,36.781601,37.000000,657.500000,0.231250,6168.229492,18.390804,14.074000,0.000000,672.799988,642.200012
240.000000,70722.000000,"Sonoma","Guerneville Elementary","KK-08",511.000000,27.200001,27.485399,51.851898,30.000000,657.550049,0.058708,5774.970215,18.786764,13.437000,3.913894,664.200012,650.900024
241.000000,69013.000000,"San Mateo","San Bruno Park Elementary","KK-08",2770.000000,140.110001,3.610100,25.559601,296.000000,657.650024,0.106859,4806.761719,19.770180,18.337999,11.949459,659.700012,655.599976
242.000000,71472.000000,"Tehama","Antelope Elementary","KK-08",551.000000,28.500000,15.234400,51.562500,46.000000,657.750000,0.083485,4840.936035,19.333334,11.426000,3.992740,660.200012,655.299988
243.000000,66472.000000,"Orange","Centralia Elementary","KK-06",5205.000000,242.500000,8.318900,37.291100,474.000000,657.799988,0.091066,4954.466309,21.463917,15.749917,22.939482,655.099976,660.500000
244.000000,67702.000000,"San Bernardino","Etiwanda Elementary","KK-08",6437.000000,278.839996,2.516700,17.150801,622.000000,657.900024,0.096629,4023.531738,23.084923,15.779000,2.485630,658.500000,657.299988
245.000000,65169.000000,"Los Angeles","Wiseburn Elementary","KK-08",1712.000000,81.279999,5.373800,32.651901,122.000000,658.000000,0.071262,5179.411133,21.062992,14.062000,9.871495,657.000000,659.000000
246.000000,63024.000000,"Humboldt","Scotia Union Elementary","KK-08",370.000000,19.799999,6.504100,36.314400,56.000000,658.349976,0.151351,4385.229492,18.686869,12.174000,0.540541,664.000000,652.700012
247.000000,67785.000000,"San Bernardino","Mountain View Elementary","KK-08",3182.000000,153.199997,3.530500,26.943300,328.000000,658.599976,0.103080,4777.512695,20.770235,12.900000,8.956632,654.700012,662.500000
248.000000,68791.000000,"San Luis Obispo","Pleasant Valley Joint Union Elementary","KK-06",139.000000,7.200000,0.719400,29.496401,32.000000,658.799988,0.230216,4862.790527,19.305555,10.971000,6.474820,661.299988,656.299988
249.000000,69625.000000,"Santa Clara","Oak Grove Elementary","KK-08",11855.000000,588.840027,9.015800,32.765499,1507.000000,659.050049,0.127119,5486.029785,20.132803,17.435200,20.725431,654.900024,663.200012
250.000000,61960.000000,"El Dorado","Pollock Pines Elementary","KK-08",1068.000000,51.669998,12.827700,36.797798,129.000000,659.150024,0.120787,5486.382324,20.669636,14.760000,0.187266,662.099976,656.200012
251.000000,64345.000000,"Los Angeles","Castaic Union Elementary","KK-08",2295.000000,103.000000,4.039500,31.370899,224.000000,659.349976,0.097603,4631.243652,22.281553,14.603000,13.986929,658.299988,660.400024
252.000000,63255.000000,"Inyo","Bishop Union Elementary","KK-08",1510.000000,73.300003,10.259800,37.108601,141.000000,659.400024,0.093377,5189.627930,20.600271,13.522333,8.741721,662.799988,656.000000
253.000000,69138.000000,"Santa Barbara","Buellton Union Elementary","KK-08",579.000000,27.799999,1.500000,31.500000,60.000000,659.400024,0.103627,4600.606445,20.827339,16.669001,20.034542,660.000000,658.799988
254.000000,75135.000000,"Madera","Chawanakee Jt. Elementary","KK-08",1012.000000,52.639999,10.484700,33.630100,140.000000,659.799988,0.138340,6735.775391,19.224924,13.522250,1.383399,660.799988,658.799988
255.000000,70508.000000,"Siskiyou","Yreka Union Elementary","KK-08",1212.000000,68.650002,18.297199,47.124699,107.000000,659.900024,0.088284,5475.172852,17.654770,12.518000,2.062706,660.400024,659.400024
256.000000,70599.000000,"Sonoma","Alexander Valley Union Elementary","KK-06",119.000000,7.000000,4.000000,33.599998,23.000000,660.050049,0.193277,5990.794434,17.000000,18.326000,28.571430,661.700012,658.400024
257.000000,66415.000000,"Nevada","Twin Ridges Elementary","KK-08",590.000000,35.762501,7.796600,30.677999,78.000000,660.099976,0.132203,7203.246582,16.497728,11.466000,0.169492,673.099976,647.099976
258.000000,72173.000000,"Tulare","Sundale Union Elementary","KK-08",546.000000,27.600000,13.919400,54.761902,60.000000,660.199951,0.109890,4777.769043,19.782608,10.098000,13.736264,659.799988,660.599976
259.000000,72207.000000,"Tulare","Three Rivers Union Elementary","KK-08",248.000000,11.120000,7.462700,21.268700,51.000000,660.299988,0.205645,4302.834961,22.302158,15.365000,0.000000,667.799988,652.799988
260.000000,72348.000000,"Tuolumne","Columbia Union Elementary","KK-08",461.000000,26.000000,14.470800,48.812099,150.000000,660.750000,0.325380,5630.194824,17.730770,10.311333,0.216920,666.900024,654.599976
261.000000,65102.000000,"Los Angeles","Westside Union Elementary","KK-08",6312.000000,308.679993,9.837900,22.693001,496.000000,660.949951,0.078580,4708.625000,20.448360,16.986626,3.121039,662.099976,659.799988
262.000000,65649.000000,"Merced","Ballico-Cressey Elementary","KK-08",285.000000,13.990000,7.241400,66.206902,62.000000,661.349976,0.217544,5629.961426,20.371695,9.612000,47.368423,661.099976,661.599976
263.000000,68973.000000,"San Mateo","Millbrae Elementary","KK-08",2325.000000,115.300003,2.881700,15.655900,302.000000,661.450012,0.129892,4890.986816,20.164787,21.110500,22.709679,662.000000,660.900024
264.000000,69435.000000,"Santa Clara","Evergreen Elementary","KK-08",11885.000000,549.840027,10.197700,30.441700,1790.000000,661.599976,0.150610,4929.393066,21.615377,16.473312,29.120741,659.099976,664.099976
265.000000,70730.000000,"Sonoma","Harmony Union Elementary","KK-08",564.000000,27.430000,6.896600,21.379299,46.000000,661.599976,0.081560,4905.221191,20.561428,18.368999,4.432624,672.400024,650.799988
266.000000,63362.000000,"Kern","Panama Buena Vista Union Elementary","KK-08",12380.000000,620.380005,12.295200,31.018900,1671.000000,661.849976,0.134976,5156.856934,19.955511,16.654112,4.814217,660.099976,663.599976
267.000000,68932.000000,"San Mateo","Laguna Salada Union Elementary","KK-08",3772.000000,178.059998,3.372000,18.387800,529.000000,661.849976,0.140244,4941.787598,21.183870,18.544222,5.249205,665.400024,658.299988
268.000000,72371.000000,"Tuolumne","Sonora Elementary","KK-08",895.000000,47.580002,17.553200,42.446800,70.000000,661.849976,0.078212,5408.781738,18.810423,14.180000,1.899441,662.700012,661.000000
269.000000,66910.000000,"Placer","Roseville City Elementary","KK-08",5714.000000,277.670013,10.534300,30.069099,489.000000,661.900024,0.085579,4981.387695,20.578382,18.029554,8.662933,664.299988,659.500000
270.000000,71084.000000,"Stanislaus","Gratton Elementary","KK-08",105.000000,5.730000,0.000000,0.000000,16.000000,661.900024,0.152381,4877.086426,18.324608,13.586000,10.476191,662.500000,661.299988
271.000000,64196.000000,"Lassen","Susanville Elementary","KK-08",1449.000000,76.989998,16.527901,42.600899,125.000000,661.950012,0.086266,5111.739258,18.820627,12.640000,1.242236,660.400024,663.500000
272.000000,69872.000000,"Shasta","Bella Vista Elementary","KK-08",510.000000,24.500000,20.392200,45.882401,95.000000,662.400024,0.186275,5201.515625,20.816326,11.103000,0.000000,663.099976,661.700012
273.000000,71852.000000,"Tulare","Columbine Elementary","KK-08",160.000000,8.000000,11.250000,56.875000,39.000000,662.400024,0.243750,4138.305664,20.000000,7.500000,9.375000,651.400024,673.400024
274.000000,64626.000000,"Los Angeles","Hughes-Elizabeth Lakes Union Elementary","KK-08",433.000000,22.000000,9.336100,25.103701,50.000000,662.450012,0.115473,5743.597168,19.681818,15.506000,1.385681,665.400024,659.500000
275.000000,69591.000000,"Santa Clara","Mountain View Elementary","KK-08",3186.000000,164.309998,5.453900,44.390701,411.000000,662.500000,0.129002,5702.705078,19.390177,22.841400,35.342121,663.500000,661.500000
276.000000,65045.000000,"Los Angeles","Sulphur Springs Union Elementary","KK-06",5010.000000,239.399994,5.298900,27.354500,576.000000,662.550049,0.114970,4802.152832,20.927319,19.823126,9.640718,661.700012,663.400024
